location_id,location_name,sales_agent_id,sales_agent_name,avg_quote_price,total_quote_qty,total_jobs_booked
1,New York,1175,Cameron Sheppard,1.05,771600,3
1,New York,1176,Makhi Ewing,1.08,5205400,10
1,New York,1177,Ezequiel Chapman,0.91,2608300,6
1,New York,1178,Kyson Baker,0.93,2422100,5
1,New York,1179,Nolan Frederick,0.78,920000,3
1,New York,1180,Chana Dudley,0.75,1688800,2
1,New York,1181,Skyler Browning,1.09,2348800,5
1,New York,1182,Melany Shannon,1.15,954000,2
1,New York,1183,Luka Conley,0.96,2312200,4
1,New York,1184,Chad Hamilton,0.92,3210800,5
1,New York,1185,Clayton Dean,1.29,1705000,3
1,New York,1186,Bronson Russo,1.06,3418200,5
1,New York,1187,Colt House,0.76,2897100,4
1,New York,1188,Ryleigh Bridges,1.00,2450500,3
1,New York,1189,Konnor Byrd,1.12,1460600,2
1,New York,1190,Chelsea Snow,1.47,1031500,1
1,New York,1191,Aria Maxwell,0.87,5953900,6
1,New York,1192,Maritza Mendez,0.88,3788700,7
1,New York,1193,Arianna Reynolds,0.97,2331600,4
1,New York,1194,Frida Mcgrath,0.79,616900,2
1,New York,1195,Matilda Wheeler,0.93,3359000,4
1,New York,1196,Jamar Bell,1.15,2148200,4
1,New York,1197,Destinee Gilmore,0.76,1425900,2
1,New York,1198,Lyla Campos,1.11,4091400,4
1,New York,1199,Aria Mcdaniel,0.98,3814000,7
1,New York,1200,Matthias Lopez,1.27,3954800,6
1,New York,1201,Ryleigh Blankenship,1.14,2953500,4
1,New York,1202,Aileen Hall,0.85,5580200,9
1,New York,1203,Kianna Mccann,1.15,3539900,6
1,New York,1204,Rory Avila,0.95,2595900,4
1,New York,1205,Devin Sheppard,1.02,1646200,3
1,New York,1206,Ean Weaver,0.95,2722100,4
1,New York,1207,Kaylee Mcdowell,1.10,2074200,2
1,New York,1208,Renee Pugh,1.28,1858700,3
1,New York,1209,Kaden Ellis,1.08,3195400,5
1,New York,1210,Vincent Mcdonald,0.75,5264200,6
1,New York,1211,Whitney Montgomery,0.89,4510000,6
1,New York,1212,Hugh Macias,1.14,2981500,4
1,New York,1213,Annika Parker,0.76,2877000,4
1,New York,1214,Spencer Hopkins,1.02,1744400,3
1,New York,1215,Grady House,1.05,904300,3
1,New York,1216,Rhett Robles,0.76,1866600,3
1,New York,1217,Zechariah Barrett,0.97,2190600,4
1,New York,1218,Addisyn Huber,0.97,4350100,8
1,New York,1219,Stephen Harrington,0.89,4307400,6
1,New York,1220,Alisson Harris,0.75,3318300,4
1,New York,1221,Antwan Morgan,0.76,3089900,5
1,New York,1222,Caiden Bridges,1.04,1390500,3
1,New York,1223,Lindsey Morgan,0.75,2558000,3
1,New York,1224,Saige Deleon,1.01,2085700,3
1,New York,1225,Ernest Vega,1.20,3549700,5
1,New York,1226,Ezequiel Henry,1.22,3508100,5
1,New York,1227,Tamara Escobar,1.01,5076200,6
1,New York,1228,Valentina Benitez,1.01,2155400,3
1,New York,1229,Cael Rowe,0.95,2754400,4
1,New York,1230,Emery Gates,0.74,1075800,1
1,New York,1231,Lana Warner,0.78,2028100,5
1,New York,1232,Kailee Hanson,0.89,3802200,6
1,New York,1233,Rayan Hanson,1.01,1716200,3
1,New York,1234,Britney Alexander,0.91,3338500,5
1,New York,1235,Martha Marshall,0.93,2445000,5
1,New York,1236,Trey Johns,1.37,3177300,5
1,New York,1237,Addisyn Rasmussen,0.77,1258100,2
1,New York,1238,Zack Medina,1.01,2206900,3
1,New York,1239,Joselyn Spence,0.75,3753300,4
1,New York,1240,Rhett Oneal,0.79,1310900,4
1,New York,1241,Declan Lewis,1.00,4917700,6
1,New York,1242,Thaddeus Hernandez,0.76,2956600,5
1,New York,1243,Lamont Rhodes,1.12,4423800,6
1,New York,1244,Paityn Cowan,0.87,4390500,7
1,New York,1245,Frida Cooley,1.16,1392700,2
1,New York,1246,Aleah Morgan,0.95,3268100,4
1,New York,1247,Vivian Horton,1.26,4642900,6
1,New York,1248,Krish Morrison,1.01,1623600,3
1,New York,1249,Alvin Cantrell,0.78,1800000,4
1,New York,1250,Juliette Guerrero,1.15,1407200,2
1,New York,1251,Jaylen Macias,1.03,1808100,3
1,New York,1252,Karson Cameron,0.99,2564200,3
1,New York,1253,Evan Mueller,0.91,3199100,5
1,New York,1254,Landin Deleon,1.22,3804800,5
1,New York,1255,Alice Summers,1.28,1401700,3
1,New York,1256,Brisa Zavala,0.76,1171400,2
1,New York,1257,Skyla Huang,1.46,1142000,1
1,New York,1258,Zaniyah Dougherty,1.49,922600,1
1,New York,1259,Arely Chapman,1.18,937800,2
1,New York,1260,Vivian Gibbs,1.55,928600,2
1,New York,1261,Nadia Savage,1.09,2761900,5
1,New York,1262,Elisha Wyatt,0.75,3210200,4
1,New York,1263,Karson Montgomery,1.49,992500,1
1,New York,1264,Jaylen Strong,1.02,2395100,3
1,New York,1265,Kobe Barker,1.41,4697000,7
1,New York,1266,Maryjane Griffin,0.89,3739700,6
1,New York,1267,George Reynolds,0.95,2810200,4
1,New York,1268,Vivian Morrison,1.26,2153500,3
1,New York,1269,Ariel Ayers,0.78,1352900,4
1,New York,1270,Madelynn Barrett,1.15,3980300,6
1,New York,1271,Thomas Mitchell,0.76,2077300,3
1,New York,1272,Savanna Golden,0.73,1205500,1
1,New York,1273,Aileen Kaufman,1.15,2419800,4
1,New York,1274,William Herring,1.27,1699400,3
1,New York,1275,Rogelio Stein,0.90,3127500,6
1,New York,1276,Charlie Booker,0.99,2640400,3
1,New York,1277,Laney Ray,1.02,1712200,3
1,New York,1278,Jerome Castillo,1.13,3314700,4
1,New York,1279,Rogelio Meadows,0.97,6167800,7
1,New York,1280,Charity Gardner,0.76,5039800,7
1,New York,1282,Kaylee Kennedy,1.04,2661400,6
1,New York,1283,Ezequiel Montgomery,0.77,1317200,2
1,New York,1284,Katie Price,1.14,1401800,2
1,New York,1285,Gabriela Daniels,1.23,2554900,5
1,New York,1286,Conor Camacho,1.07,3370300,5
1,New York,1287,Salvador Ayers,1.01,2450200,3
1,New York,1288,Brynn Mcbride,1.22,3281800,5
1,New York,1289,Lamar Mosley,0.77,1532700,3
1,New York,1290,Raymond Rhodes,0.99,2531500,3
1,New York,1291,Henry Shea,0.79,1542600,5
1,New York,1292,Scarlet Rasmussen,0.90,4218100,5
1,New York,1293,Charlize Browning,0.97,1767000,4
1,New York,1294,Konnor Welch,0.93,3938000,4
1,New York,1295,Austin Caldwell,0.76,2073700,3
1,New York,1296,Anya Buckley,1.47,1032300,1
1,New York,1297,Morgan Floyd,0.89,4865400,5
1,New York,1298,Ayla Singh,1.07,3382800,5
1,New York,1299,Kelvin Mcclain,0.76,2790500,4
1,New York,1300,Addisyn Carlson,0.78,839500,2
1,New York,1301,Alberto Ramos,1.38,3136600,5
1,New York,1302,Lincoln Vega,0.80,47900,1
1,New York,1303,Charles Haley,0.89,3010100,6
1,New York,1304,Miles Greene,0.93,3447400,4
1,New York,1305,Ariel Fowler,1.02,1773800,3
1,New York,1306,Jolie Chen,1.33,4803300,5
1,New York,1307,Soren Proctor,1.01,2165600,3
1,New York,1308,Damian Phillips,0.76,2752000,4
1,New York,1309,Adison Carlson,1.01,1929200,3
1,New York,1310,Martha Gilmore,1.04,2509900,6
1,New York,1311,Mariela Carrillo,0.77,1408300,3
1,New York,1312,Salvador Summers,0.92,2726300,5
1,New York,1313,Aileen Mckenzie,1.28,1747000,3
1,New York,1314,Jade Molina,0.99,3817900,7
1,New York,1315,Zion Newman,0.91,3636300,5
1,New York,1316,Marina Blanchard,0.78,1027400,2
1,New York,1317,Mariah Bauer,0.88,4974700,6
1,New York,1318,Deangelo Wilcox,0.77,996600,2
1,New York,1319,Emely Moran,0.78,1024900,3
1,New York,1320,Marina Arnold,1.14,2542100,4
1,New York,1321,Jaydan Goodman,1.36,2173400,4
1,New York,1322,Carlo Strong,1.18,798200,2
1,New York,1323,Nathalie Flores,1.32,486000,3
1,New York,1324,Jadiel Wu,1.32,3158000,4
1,New York,1325,Branden Duncan,0.77,1930200,3
1,New York,1326,Roman Burgess,1.13,4587800,6
1,New York,1327,Kason Miles,0.76,3748600,5
1,New York,1328,Rory Shah,0.91,3612300,5
1,New York,1329,Rebekah Rangel,1.24,2867700,3
1,New York,1330,Jacoby Hanna,1.13,1498400,2
1,New York,1331,Alfred Escobar,1.11,3030300,7
1,New York,1332,Jadiel Mcmillan,1.02,1882100,3
1,New York,1333,Steve Krause,0.76,3500100,5
1,New York,1334,Kirsten Cobb,1.17,1878100,4
1,New York,1335,Carley Mcbride,0.76,2266600,3
1,New York,1336,Tristian Frederick,0.79,165700,1
1,New York,1337,Lincoln Becker,1.50,2416900,3
1,New York,1338,Kassandra Mccullough,1.14,2943300,4
1,New York,1339,Malik Hampton,0.94,3261100,4
1,New York,1340,Trent Ross,0.74,929400,1
1,New York,1341,Makhi Williamson,0.76,1445500,2
1,New York,1342,Lina Davies,1.03,3361600,6
1,New York,1343,Kael Crawford,0.77,992400,2
1,New York,1344,Talia Hart,0.78,1303600,3
1,New York,1345,Mallory Baker,1.25,5368700,6
1,New York,1346,Dario Shah,0.99,4018800,7
1,New York,1347,Moshe Hill,1.02,1688900,3
1,New York,1348,Clara Chambers,0.92,3104900,5
1,New York,1349,Kailee Pham,0.75,817800,1
1,New York,1350,Brisa Mcguire,0.77,1989300,4
1,New York,1351,Bailey Washington,1.12,3618300,4
1,New York,1352,Eli Martinez,1.02,1609400,3
1,New York,1353,Jimena Fowler,1.34,2186700,4
1,New York,1354,Kolton Wilcox,0.95,2626600,4
1,New York,1355,Josue Carson,1.49,938100,1
1,New York,1356,Quentin Davila,1.30,3917500,4
1,New York,1357,Andrew Manning,1.14,1137400,2
1,New York,1358,Daniela Rice,0.77,1279400,3
1,New York,1359,Jalen Haley,0.96,4102600,8
1,New York,1360,Elvis Wyatt,1.05,4163800,5
1,New York,1361,Ruby Schroeder,1.02,5883400,9
1,New York,1362,Kyson Hunt,0.96,5770800,8
1,New York,1363,Jordyn Orr,0.74,920600,1
1,New York,1364,Kailee Howe,1.15,2874100,4
1,New York,1365,Mariah Fitzpatrick,0.76,1634800,2
1,New York,1366,Esmeralda Lowery,1.02,3783700,6
1,New York,1367,Teagan Brewer,1.23,3212800,5
1,New York,1368,Mohammad Stephens,0.76,1493400,2
1,New York,1369,Scarlet Fisher,0.77,3663500,6
1,New York,1370,Juliana Stout,0.77,569900,1
1,New York,1371,Davion Tran,0.74,3718200,4
1,New York,1372,Haven Cox,1.16,1909900,4
1,New York,1373,Branden Coffey,1.27,5525900,9
1,New York,1374,Melany Harding,1.25,4743300,6
1,New York,1375,Mareli Harrington,0.74,2098000,2
1,New York,1376,Quinn Garner,0.94,3212200,4
1,New York,1377,Abigail Espinoza,1.03,1804800,3
1,New York,1378,Beckett Wiggins,1.31,791200,3
1,New York,1379,Ashleigh Dickson,1.08,2820500,5
1,New York,1380,Aleah Barker,0.95,2979800,4
1,New York,1381,Zavier Clarke,0.92,3283300,5
1,New York,1382,Alvin Blankenship,0.77,1753500,3
1,New York,1383,Deshawn Franklin,1.03,2987900,6
1,New York,1384,Alvin Manning,1.09,1609300,5
1,New York,1385,Isabell Jenkins,0.74,3206900,3
1,New York,1386,Ruth Bailey,1.02,1462800,3
1,New York,1387,Cordell Boyd,0.78,3036400,7
1,New York,1388,Seamus Velez,1.14,3873600,6
1,New York,1389,Adam Henry,1.12,1964900,2
1,New York,1390,Valentina May,1.01,2481400,3
1,New York,1391,Makai Davies,1.55,480800,1
1,New York,1392,Eugene Combs,0.75,3448900,4
1,New York,1393,Niko Hendricks,1.23,2988700,5
1,New York,1394,Scarlett Wilkerson,1.14,2616000,4
1,New York,1395,Zoe Green,1.06,3840200,5
1,New York,1396,Nylah Crawford,1.06,4336400,8
1,New York,1397,Raina Mitchell,0.76,1375900,2
1,New York,1398,Alisson Ayers,0.92,3114900,5
1,New York,1399,Juliana Blevins,0.75,2642800,3
1,New York,1400,Raquel Willis,0.79,655300,3
1,New York,1401,Adrianna Chen,0.92,2783500,5
1,New York,1402,Jayden Deleon,0.78,435200,1
1,New York,1404,Junior Mendez,0.76,3892600,6
1,New York,1405,Tate Proctor,0.75,2619600,3
1,New York,1406,Teagan Dudley,1.21,3988000,5
1,New York,1407,Chelsea Schaefer,1.16,1483800,2
1,New York,1408,Colt Liu,0.78,406500,1
1,New York,1409,Declan Fisher,0.78,2758300,6
1,New York,1410,Lana Mcguire,1.00,6331900,10
1,New York,1411,Charity Patel,1.06,3477000,5
1,New York,1412,Moshe Johns,1.00,2382100,3
1,New York,1413,Miles Pennington,0.93,2591800,5
1,New York,1414,Casey Harrell,1.24,5902400,6
1,New York,1415,Larissa Dickerson,1.00,2674200,3
1,New York,1416,Janessa Robinson,1.03,2921700,6
1,New York,1417,Evan Diaz,1.05,1005100,3
1,New York,1418,Terry Berger,1.19,4806400,7
1,New York,1419,Cameron Howell,1.02,3711900,6
1,New York,1420,Dayami Soto,1.14,1275800,2
1,New York,1421,Thomas Hudson,0.74,2178300,2
1,New York,1422,Kirsten Arnold,0.77,1878900,4
1,New York,1423,Adyson Gibbs,1.02,1929300,3
1,New York,1424,Aliyah Baldwin,0.80,108200,1
1,New York,1425,Cierra Rush,0.92,2977000,5
1,New York,1426,Shannon Banks,1.02,3815300,6
1,New York,1427,Jade Blevins,0.76,2017500,3
1,New York,1428,Emma Moore,0.77,1948100,4
1,New York,1429,Ricky Mccann,1.05,755000,3
1,New York,1430,Izabella Saunders,0.84,6626100,8
1,New York,1431,Uriah Ramsey,0.78,469800,1
1,New York,1432,Julian Alexander,1.01,4568300,6
1,New York,1433,Teagan Huber,1.02,1598600,3
1,New York,1434,Jazlene Hunt,1.14,3754400,6
1,New York,1435,Cristal Zamora,1.08,1777900,5
1,New York,1436,Holly French,0.78,1714100,4
1,New York,1437,Damian Oneal,1.16,1147800,2
1,New York,1438,Maliyah Hardin,0.96,2185800,4
1,New York,1439,Marina Contreras,0.99,2557900,3
1,New York,1440,Hugh Welch,0.91,3418600,5
1,New York,1441,Kassandra Joseph,1.09,4703200,7
1,New York,1442,Zoe Dickson,0.76,3274100,5
1,New York,1443,Madelynn Butler,0.99,4039100,7
1,New York,1444,Saige Garner,0.76,1554400,2
1,New York,1445,Sadie Beck,1.34,2493600,4
1,New York,1446,Cadence Ellison,0.97,5004600,7
1,New York,1447,Alexzander Hanna,0.78,454400,1
1,New York,1448,Porter Orr,1.35,4148100,5
1,New York,1449,Adelaide Adkins,1.09,2512800,5
1,New York,1450,Jaylee Steele,1.16,2163500,4
1,New York,1451,Libby Lopez,1.15,1849800,4
1,New York,1452,Harley Haynes,0.80,48800,1
1,New York,1453,Irvin Maddox,1.03,3984800,6
1,New York,1454,Heidy Booth,1.31,3632200,4
1,New York,1455,Kylee Cox,0.73,1239100,1
1,New York,1456,Jolie Hayes,1.16,1125800,2
1,New York,1457,Jaden Blanchard,0.78,398900,1
1,New York,1460,Drew Lopez,1.54,528900,1
1,New York,1461,Carlee Dunn,0.94,2953900,4
1,New York,1462,Lina Houston,1.05,4984200,8
1,New York,1463,Ayden Gould,1.02,1956600,3
1,New York,1464,Hector Miller,0.76,638400,1
1,New York,1465,Joshua Lowery,1.50,777900,1
1,New York,1466,Joshua Wyatt,1.53,1353100,2
1,New York,1467,Casey Mccann,1.24,5541500,8
1,New York,1468,Drew Patterson,1.10,3964900,7
1,New York,1469,Lizeth Charles,1.16,2011900,4
1,New York,1470,Gianna Washington,1.02,1385400,3
1,New York,1471,Riya Matthews,0.76,2629200,4
1,New York,1472,Aaliyah Brewer,1.01,1973500,3
1,New York,1474,Holly Smith,1.14,2677300,4
1,New York,1475,Lizeth Stephens,1.36,3799300,5
1,New York,1476,Emery Holt,0.77,1099800,2
1,New York,1477,Alfonso Burnett,1.02,1751900,3
1,New York,1478,Bella Mclean,0.90,4080100,5
1,New York,1479,Whitney Phillips,0.76,1442400,2
1,New York,1480,Hunter Lawson,1.02,1847400,3
1,New York,1481,Nathen Odom,0.86,5982400,8
1,New York,1482,Julia Morrison,0.77,2020100,4
1,New York,1483,Joshua Wang,1.30,1411500,3
1,New York,1484,Aedan Perkins,1.48,1940700,2
1,New York,1485,Luka Hensley,1.19,4906200,7
1,New York,1486,Octavio Short,0.77,1933300,4
1,New York,1487,Reagan Wiley,0.97,4514000,7
1,New York,1488,Julianna Bauer,1.01,4644000,6
1,New York,1489,Jadiel Jefferson,0.74,2126300,2
1,New York,1490,Leslie Krueger,1.03,2898100,6
1,New York,1491,Jamya Carrillo,1.16,1590200,4
1,New York,1492,Monica Hill,1.14,1240700,2
1,New York,1493,Yael Crawford,1.12,3403300,4
1,New York,1494,Nancy Owen,1.15,2135200,4
1,New York,1495,Tate Stafford,1.14,3655400,6
1,New York,1496,Isis Moore,1.11,1078500,5
1,New York,1497,Emmalee Jenkins,1.02,3583700,6
1,New York,1498,Aarav Mcdaniel,1.14,3671900,6
1,New York,1499,Santino Smith,0.76,3904300,6
1,New York,1500,Cecilia Hayes,1.02,2264900,3
1,New York,1501,Carlo Ellison,1.05,4702900,5
1,New York,1502,Ulises Dorsey,0.90,3866100,5
1,New York,1503,Jamar Chapman,0.75,2236000,3
1,New York,1504,Arianna Mason,0.76,2200000,3
1,New York,1505,Ronan Welch,0.75,3199400,4
1,New York,1506,Lucia Hatfield,1.12,1953400,2
1,New York,1507,Collin Savage,0.77,1303500,2
1,New York,1508,Leslie Everett,1.15,4937600,8
1,New York,1509,Dixie Joseph,0.74,2940600,3
1,New York,1510,William Joseph,0.92,2794700,5
1,New York,1511,Amir Sheppard,0.77,1005400,2
1,New York,1512,Julio Mitchell,0.77,1765000,3
1,New York,1513,Julia Brewer,1.17,1568900,4
1,New York,1514,Raquel Weaver,1.25,2762900,3
1,New York,1515,Francis Brooks,1.04,4898100,5
1,New York,1516,Steve Herring,0.99,3731300,7
1,New York,1517,Giovanni Phelps,0.79,134000,1
1,New York,1518,Jade Villa,1.14,2407600,4
1,New York,1519,Bradley Smith,1.27,3702800,6
1,New York,1520,Andy Nash,1.22,3452200,7
1,New York,1521,Emma Rush,0.95,2455900,4
1,New York,1522,Jaquan Pennington,0.78,1690400,4
1,New York,1523,Vivian Holt,0.75,1776900,2
1,New York,1524,Lilliana Ball,0.96,2184600,4
1,New York,1525,Joshua Zamora,0.85,6255800,8
1,New York,1526,Oswaldo Welch,0.98,1608600,4
1,New York,1527,Mohammad Shah,1.12,3823800,4
1,New York,1528,Francis Bradshaw,0.76,5004300,8
1,New York,1529,Moshe Small,1.15,3816400,6
1,New York,1530,Brisa Mercer,1.35,6358100,9
1,New York,1531,Aydin Miles,0.87,3791400,7
1,New York,1532,Zoie Mccann,1.33,2911700,4
1,New York,1534,Ahmad Payne,1.08,3000300,5
1,New York,1535,Joseph Martinez,1.25,2188300,3
1,New York,1536,Nicolas Oconnell,0.78,981600,3
1,New York,1537,Areli Shannon,0.90,4443700,5
1,New York,1538,Lizeth Knight,1.17,1776400,4
1,New York,1539,Rayan Cantrell,1.33,5513400,8
1,New York,1540,Lilia Warner,1.15,3371200,6
1,New York,1541,Immanuel Cooley,1.06,3515400,5
1,New York,1542,Julian Flores,1.26,2069700,3
1,New York,1543,Clark Munoz,0.74,2167400,2
1,New York,1544,Deshawn Lynch,1.34,2298500,4
1,New York,1545,Rhett Flynn,1.27,3893400,6
1,New York,1546,Rayan Hernandez,0.78,301200,1
1,New York,1547,Zachery Dorsey,0.79,1027800,4
1,New York,1548,Peyton Nguyen,1.21,3678200,7
1,New York,1549,Matilda Brock,0.75,2485800,3
1,New York,1550,Ryann Reeves,1.26,1901800,3
1,New York,1551,Uriah Harris,1.14,1684300,2
1,New York,1552,Maurice Flowers,0.99,3628200,7
1,New York,1553,Kadence Rose,1.14,1291600,2
1,New York,1554,Zion Escobar,0.76,1977100,3
1,New York,1555,Dixie Moyer,0.98,4806500,7
1,New York,1556,Jayden Summers,0.75,3950400,5
1,New York,1557,Whitney Lamb,1.56,751400,2
1,New York,1558,Gracie Marshall,1.05,2039000,6
1,New York,1559,Connor Pearson,0.77,1870900,4
1,New York,1560,Cesar Duncan,1.12,1442500,2
1,New York,1561,Makai Long,1.08,2405600,5
1,New York,1562,Campbell Saunders,1.07,3744200,5
1,New York,1563,Joshua Nash,1.24,2184500,5
1,New York,1564,Alia Odonnell,0.75,766700,1
1,New York,1565,Francesca Owen,0.94,3548100,4
1,New York,1566,Dangelo Snow,1.04,5554500,8
1,New York,1568,Kaden Lam,1.48,1947100,2
1,New York,1569,Colt Vaughan,0.77,1960700,4
1,New York,1570,James Riddle,0.77,1265400,2
1,New York,1571,Jaylon Horton,0.77,1051800,2
1,New York,1572,Beckett Davila,0.75,3840400,5
1,New York,1573,Rhett Warner,1.22,3496900,5
1,New York,1574,Destinee Kent,1.02,2026900,3
1,New York,1575,Adelaide Mayo,0.76,1455400,2
1,New York,1576,Harley Orr,1.20,4155100,5
1,New York,1577,Lana Dougherty,0.99,2795000,3
1,New York,1578,Kyson Horton,1.09,2377500,5
1,New York,1579,Stephen Hanna,1.24,2867300,3
1,New York,1580,Adyson Hess,1.20,4120200,5
1,New York,1581,Adeline Pacheco,1.27,1922900,3
1,New York,1582,Amir Garner,1.29,1323200,3
1,New York,1583,Jolie Washington,0.77,1029900,2
1,New York,1584,Mara Thornton,1.25,2210100,5
1,New York,1585,Elsa Jefferson,0.99,3906200,7
1,New York,1586,Teagan Gill,0.77,526000,1
1,New York,1587,Ayaan Mccann,0.91,2838500,6
1,New York,1588,Guillermo Miles,1.22,3325500,3
1,New York,1589,Bridget Cunningham,1.01,4194800,6
1,New York,1590,Lindsay Wiley,0.76,1682100,2
1,New York,1591,Marina Singleton,0.73,1145300,1
1,New York,1592,Tate Johnson,0.96,4535600,8
1,New York,1593,Alvin Mclean,0.96,2503100,4
1,New York,1594,Connor Norton,0.76,2902000,4
1,New York,1595,Deon Kelly,1.21,3438500,5
1,New York,1596,Connor Walker,0.95,2495600,4
1,New York,1597,Krish Roberson,1.28,1711000,3
1,New York,1598,Ann Orozco,0.76,5663600,8
1,New York,1599,Colin Mcdowell,0.94,5757500,8
1,New York,1600,Frida Dougherty,0.96,4806700,8
1,New York,1601,Zechariah Lynch,1.50,768700,1
1,New York,1602,Jaden Clarke,1.12,3084400,4
1,New York,1603,Vincent Costa,1.02,1899000,3
1,New York,1604,Ruby Gates,1.15,911500,2
1,New York,1605,Casey Jenkins,1.03,2409200,6
1,New York,1606,Jaylee Butler,0.77,2399300,4
1,New York,1607,Felix Mcdaniel,0.95,5979700,8
1,New York,1608,Antonio Sherman,1.20,3911100,5
1,New York,1609,Zion Keith,0.95,2802200,4
1,New York,1610,Adrianna Stephens,1.17,984200,2
1,New York,1611,Cordell Schaefer,0.86,5941700,7
1,New York,1612,Jazmine Buck,0.90,3741100,6
1,New York,1613,Eliezer Thornton,1.55,932700,2
1,New York,1614,Nylah Bradshaw,0.77,1653100,3
1,New York,1615,Haley Mcmillan,0.75,1799700,2
1,New York,1616,Jaquan Howe,0.78,1541900,5
1,New York,1617,Giada Davila,0.75,1687100,2
1,New York,1618,Jensen Huff,1.02,3562300,6
1,New York,1619,Branden Griffin,1.04,6278500,8
1,New York,1620,Yareli Mccullough,1.15,1254100,2
2,Atlanta,1121,William Christensen,1.00,5282100,6
2,Atlanta,1122,Kaelyn Clements,1.05,5798500,8
2,Atlanta,1123,Alia Hart,0.76,2203700,3
2,Atlanta,1124,Cierra Mccullough,0.77,3317200,6
2,Atlanta,1125,Zaniyah Hall,1.06,3449100,5
2,Atlanta,1126,Priscilla Foley,1.31,3159700,4
2,Atlanta,1127,Brian Wheeler,0.91,3482300,5
2,Atlanta,1128,Allan Stephens,0.76,3308700,5
2,Atlanta,1129,Charlize Arnold,0.77,3938600,7
2,Atlanta,1130,Jaquan Saunders,0.74,922900,1
2,Atlanta,1131,Malik Haynes,1.22,2841500,5
2,Atlanta,1132,Steve Deleon,0.76,3226700,5
2,Atlanta,1133,Peyton Small,1.55,415200,1
2,Atlanta,1134,Santino Olson,1.16,3548700,6
2,Atlanta,1135,Reagan Stafford,0.94,2020400,5
2,Atlanta,1136,Kaden Mueller,0.77,938700,2
2,Atlanta,1137,Kamron Levine,1.16,3613800,6
2,Atlanta,1138,Haley Mcclain,1.11,1911000,2
2,Atlanta,1139,Bella Kelly,0.73,1200700,1
2,Atlanta,1140,Lamar Molina,0.76,2113100,3
2,Atlanta,1141,Jerry Fitzpatrick,0.97,2527600,4
2,Atlanta,1142,Gracie Garrett,0.95,3370000,4
2,Atlanta,1143,Peyton Wong,0.75,3358100,4
2,Atlanta,1144,Kason Hines,1.12,3557800,4
2,Atlanta,1145,Roland Frye,1.30,3552600,9
2,Atlanta,1146,Laney Maddox,1.06,3678700,5
2,Atlanta,1147,Grady Ramos,1.14,1154100,2
2,Atlanta,1148,Irvin Villa,1.06,3989900,5
